"Tirana, Albania",78.51237656903764
"Durrës, Albania",99.10852713178295
"Vlorë, Albania",145.60209523809527
"TheValley, Anguilla",239.56888472352395
"BuenosAires, Argentina",144.92581699346408
"Córdoba, Argentina",121.71726272352132
"Rosario, Argentina",82.16297994269341
"Yerevan, Armenia",95.77632211538459
"Gyumri, Armenia",64.1534693877551
"Vanadzor, Armenia",84.21515151515152
"Oranjestad, Aruba",210.31587301587302
"Vienna, Austria",166.7021408450704
"Graz, Austria",173.03065512978986
"Linz, Austria",158.9390243902439
"Nassau, Bahamas",271.7013157894737
"Freeport, Bahamas",206.16
"Bridgetown, Barbados",198.364406779661
"Brussels, Belgium",290.74532224532226
"Antwerp, Belgium",216.09033989266547
"Ghent, Belgium",250.4235787511649
"BelizeCity, Belize",190.94704992435703
"SanIgnacio, Belize",109.32
"Belmopan, Belize",123.0
"Hamilton, Bermuda",821.9597315436241
"Gaborone, Botswana",99.27329842931937
"SãoPaulo, Brazil",107.43996806812133
"RiodeJaneiro, Brazil",112.98234969663541
"Brasília, Brazil",114.23260359655978
"RoadTown, BritishVirginIslands",211.68605108055016
"BandarSeriBegawan, Brunei",90.69697674418606
"Sofia, Bulgaria",120.20403859899929
"Plovdiv, Bulgaria",112.54623076923075
"Varna, Bulgaria",119.80970059880242
"Santiago, Chile",119.02676712328766
"Valparaíso, Chile",91.40345188284519
"Concepción, Chile",127.21861152141803
"Bogotá, Colombia",59.591120186697786
"Medellín, Colombia",87.47690488702052
"Cali, Colombia",48.128522550544304
"Avarua, CookIslands",248.98112617309698
"SanJosé, CostaRica",83.87597641857037
"Zagreb, Croatia",118.17796907940969
"Split, Croatia",167.81035940803383
"Rijeka, Croatia",124.38293718166385
"Willemstad, Curaçao",172.2176389842142
"Nicosia, Cyprus",142.94831460674158
"Limassol, Cyprus",208.10097087378634
"Larnaca, Cyprus",182.84300932090548
"Copenhagen, Denmark",309.521998742929
"Aarhus, Denmark",209.775
"Odense, Denmark",169.9755614266843
"SantoDomingo, DominicanRepublic",112.80062111801243
"SantiagodelosCaballeros, DominicanRepublic",111.20397849462363
"SantoDomingoEste, DominicanRepublic",86.7796812749004
"Quito, Ecuador",111.44646098003629
"Guayaquil, Ecuador",102.98903688524592
"Cuenca, Ecuador",90.89084507042253
"SanSalvador, ElSalvador",123.50866666666667
"SantaAna, ElSalvador",36.92102822580645
"SanMiguel, ElSalvador",113.08333333333333
